EMS_ID,MONITORING_LOCATION,LATITUDE,LONGITUDE,LOCATION_TYPE,COLLECTION_START,LOCATION_PURPOSE,PERMIT,SAMPLE_CLASS,SAMPLE_STATE,SAMPLE_DESCRIPTOR,PARAMETER_CODE,PARAMETER,ANALYTICAL_METHOD_CODE,ANALYTICAL_METHOD,RESULT_LETTER,RESULT,UNIT,METHOD_DETECTION_LIMIT,QA_INDEX_CODE,UPPER_DEPTH,LOWER_DEPTH
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,0004,pH,X330,Meter,NA,7.9,pH,0.1,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,0015,Turbidity,XM08,Nephelometer,NA,0.2,NTU,0.1,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,0102,Alkalinity Total 4.5,X310,Auto Potentiometric Titration,NA,65.3,mg/L,1,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,0103,Carbon Total Organic,X067,TOC Analyzer,NA,1.3,mg/L,0.5,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,0108,Nitrogen Ammonia Total,NH3F,NH3-F-VA,<,0.005,mg/L,0.005,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,0114,Nitrogen Total,F005,K/Persulphate Dig;Red'n;Col'm,NA,0.232,mg/L,0.03,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,0124,Carbon Total Inorganic,X171,Carbon Anal.;Infra Red,NA,16.2,mg/L,0.5,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,1109,Nitrate(NO3) + Nitrite(NO2) Dissolved,X044,Ion Chromatography,NA,0.179,mg/L,0.0032,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,1110,Nitrate (NO3) Dissolved,X044,Ion Chromatography,NA,0.179,mg/L,0.003,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,1111,Nitrogen - Nitrite Dissolved (NO2),X044,Ion Chromatography,<,0.001,mg/L,0.001,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,1118,Phosphorus Ort.Dis-P,1380,Auto.Ascorbic Acid,<,0.001,mg/L,0.001,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,1120,Silica Reactive Diss,X160,Auto Molybdate-Blue Col.(Ascorbic),NA,5,mg/L,0.5,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,C--T,Carbon Total,CS01,System Calculation,NA,17.5,mg/L,NA,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,P--D,Phosphorus Total Dissolved,F122,Persulfate Dig;Col'm,NA,0.0024,mg/L,0.002,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-04-09T23:24:00Z,TREND,NA,Regular,Fresh Water,General,P--T,Phosphorus Total,X307,Persulf/H2SO4 Dig:Col'm,NA,0.0044,mg/L,0.002,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0004,pH,X330,Meter,NA,7.96,pH,0.1,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0004,pH,X330,Meter,NA,8.05,pH,0.1,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0015,Turbidity,XM08,Nephelometer,NA,0.72,NTU,0.1,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0015,Turbidity,XM08,Nephelometer,NA,1.15,NTU,0.1,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0102,Alkalinity Total 4.5,X310,Auto Potentiometric Titration,NA,55.5,mg/L,1,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0102,Alkalinity Total 4.5,X310,Auto Potentiometric Titration,NA,75.8,mg/L,1,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0103,Carbon Total Organic,X067,TOC Analyzer,NA,1.31,mg/L,0.5,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0103,Carbon Total Organic,X067,TOC Analyzer,NA,1.41,mg/L,0.5,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0107,Hardness Total (Total),CS01,System Calculation,NA,61.30494,mg/L,NA,NA,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0107,Hardness Total (Total),CS01,System Calculation,NA,87.43362,mg/L,NA,NA,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0108,Nitrogen Ammonia Total,NH3F,NH3-F-VA,<,0.005,mg/L,0.005,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0108,Nitrogen Ammonia Total,NH3F,NH3-F-VA,NA,0.0081,mg/L,0.005,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0114,Nitrogen Total,F005,K/Persulphate Dig;Red'n;Col'm,NA,0.21,mg/L,0.03,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0114,Nitrogen Total,F005,K/Persulphate Dig;Red'n;Col'm,NA,0.288,mg/L,0.03,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0124,Carbon Total Inorganic,X171,Carbon Anal.;Infra Red,NA,13.3,mg/L,0.5,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,0124,Carbon Total Inorganic,X171,Carbon Anal.;Infra Red,NA,18.5,mg/L,0.5,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1107,Hardness (Dissolved),XCAL,Calculation (mg/L),NA,57.8,mg/L,0.5,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1107,Hardness (Dissolved),XCAL,Calculation (mg/L),NA,81.2,mg/L,0.5,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1109,Nitrate(NO3) + Nitrite(NO2) Dissolved,X044,Ion Chromatography,NA,0.121,mg/L,0.0032,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1109,Nitrate(NO3) + Nitrite(NO2) Dissolved,X044,Ion Chromatography,NA,0.223,mg/L,0.0032,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1110,Nitrate (NO3) Dissolved,X044,Ion Chromatography,NA,0.121,mg/L,0.003,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1110,Nitrate (NO3) Dissolved,X044,Ion Chromatography,NA,0.223,mg/L,0.003,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1111,Nitrogen - Nitrite Dissolved (NO2),X044,Ion Chromatography,<,0.001,mg/L,0.001,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1111,Nitrogen - Nitrite Dissolved (NO2),X044,Ion Chromatography,<,0.001,mg/L,0.001,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1118,Phosphorus Ort.Dis-P,1380,Auto.Ascorbic Acid,<,0.001,mg/L,0.001,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1118,Phosphorus Ort.Dis-P,1380,Auto.Ascorbic Acid,NA,0.0019,mg/L,0.001,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1120,Silica Reactive Diss,X160,Auto Molybdate-Blue Col.(Ascorbic),NA,4.81,mg/L,0.5,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,1120,Silica Reactive Diss,X160,Auto Molybdate-Blue Col.(Ascorbic),NA,5.99,mg/L,0.5,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AG-D,Silver Dissolved,F032,Filt.;Acid;ICPMS,<,1e-5,mg/L,1e-5,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AG-D,Silver Dissolved,F032,Filt.;Acid;ICPMS,<,1e-5,mg/L,1e-5,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AG-T,Silver Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,1e-5,mg/L,1e-5,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AG-T,Silver Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,1e-5,mg/L,1e-5,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AL-D,Aluminum Dissolved,F032,Filt.;Acid;ICPMS,NA,0.0022,mg/L,0.001,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AL-D,Aluminum Dissolved,F032,Filt.;Acid;ICPMS,NA,0.0113,mg/L,0.001,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AL-T,Aluminum Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,0.0172,mg/L,0.003,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AL-T,Aluminum Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,0.0312,mg/L,0.003,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AS-D,Arsenic Dissolved,F032,Filt.;Acid;ICPMS,NA,2.3e-4,mg/L,1e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AS-D,Arsenic Dissolved,F032,Filt.;Acid;ICPMS,NA,4.9e-4,mg/L,1e-4,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AS-T,Arsenic Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,3.2e-4,mg/L,1e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,AS-T,Arsenic Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,5.9e-4,mg/L,1e-4,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,B--D,Boron Dissolved,F032,Filt.;Acid;ICPMS,<,0.01,mg/L,0.01,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,B--D,Boron Dissolved,F032,Filt.;Acid;ICPMS,<,0.01,mg/L,0.01,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,B--T,Boron Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,0.01,mg/L,0.01,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,B--T,Boron Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,0.01,mg/L,0.01,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BA-D,Barium Dissolved,F032,Filt.;Acid;ICPMS,NA,0.0194,mg/L,1e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BA-D,Barium Dissolved,F032,Filt.;Acid;ICPMS,NA,0.0279,mg/L,1e-4,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BA-T,Barium Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,0.0208,mg/L,1e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BA-T,Barium Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,0.0299,mg/L,1e-4,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BE-D,Beryllium Dissolved,F032,Filt.;Acid;ICPMS,<,1e-4,mg/L,1e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BE-D,Beryllium Dissolved,F032,Filt.;Acid;ICPMS,<,1e-4,mg/L,1e-4,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BE-T,Beryllium Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,1e-4,mg/L,1e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BE-T,Beryllium Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,1e-4,mg/L,1e-4,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BI-D,Bismuth Dissolved,F032,Filt.;Acid;ICPMS,<,5e-5,mg/L,5e-5,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BI-D,Bismuth Dissolved,F032,Filt.;Acid;ICPMS,<,5e-5,mg/L,5e-5,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BI-T,Bismuth Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,5e-5,mg/L,5e-5,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,BI-T,Bismuth Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,5e-5,mg/L,5e-5,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,C--T,Carbon Total,CS01,System Calculation,NA,14.71,mg/L,NA,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,C--T,Carbon Total,CS01,System Calculation,NA,19.81,mg/L,NA,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CA-D,Calcium Dissolved,F032,Filt.;Acid;ICPMS,NA,17.6,mg/L,0.05,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CA-D,Calcium Dissolved,F032,Filt.;Acid;ICPMS,NA,22.7,mg/L,0.05,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CA-T,Calcium Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,18.4,mg/L,0.05,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CA-T,Calcium Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,23.9,mg/L,0.05,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CD-D,Cadmium Dissolved,F032,Filt.;Acid;ICPMS,NA,6.8e-6,mg/L,5e-6,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CD-D,Cadmium Dissolved,F032,Filt.;Acid;ICPMS,NA,7.6e-6,mg/L,5e-6,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CD-T,Cadmium Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,7.8e-6,mg/L,5e-6,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CD-T,Cadmium Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,9.6e-6,mg/L,5e-6,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CO-D,Cobalt Dissolved,F032,Filt.;Acid;ICPMS,<,1e-4,mg/L,1e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CO-D,Cobalt Dissolved,F032,Filt.;Acid;ICPMS,<,1e-4,mg/L,1e-4,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CO-T,Cobalt Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,1e-4,mg/L,1e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CO-T,Cobalt Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,1e-4,mg/L,1e-4,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CR-D,Chromium Dissolved,F032,Filt.;Acid;ICPMS,<,1e-4,mg/L,1e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CR-D,Chromium Dissolved,F032,Filt.;Acid;ICPMS,<,1e-4,mg/L,1e-4,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CR-T,Chromium Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,1.1e-4,mg/L,1e-4,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CR-T,Chromium Total,F082,Aliquot;HNO3/HCL dig;ICPMS,NA,7.5e-4,mg/L,1e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CU-D,Copper Dissolved,F032,Filt.;Acid;ICPMS,NA,2.9e-4,mg/L,2e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CU-D,Copper Dissolved,F032,Filt.;Acid;ICPMS,NA,3.5e-4,mg/L,2e-4,B,103,103
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CU-T,Copper Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,5e-4,mg/L,5e-4,B,0,20
E216949,KOOTENAY LAKE AT JOHNSON`S LANDING (KLF 1),50.1559,-116.9233,LAKE OR POND,2018-06-06T01:25:00Z,TREND,NA,Regular,Fresh Water,General,CU-T,Copper Total,F082,Aliquot;HNO3/HCL dig;ICPMS,<,5e-4,mg/L,5e-4,B,103,103
